week,actors,cumulative
105,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 13}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@NRA', 'frequency': 4}, {'name': '@WSJ', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 61}, {'name': '@WashTimes', 'frequency': 1}, {'name': '@kilmeade', 'frequency': 7}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 2}, {'name': '@ericbolling', 'frequency': 1}, {'name': '@Trump', 'frequency': 11}, {'name': '@realdonaldtrump', 'frequency': 2}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 2}, {'name': '@David', 'frequency': 3}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 2}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@TrumpLasVegas', 'frequency': 2}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 2}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 2}, {'name': '@Citizens', 'frequency': 1}, {'name': '@hillarysusans', 'frequency': 1}]",139
106,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@ByronYork', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 40}, {'name': '@kilmeade', 'frequency': 1}, {'name': '@Morning', 'frequency': 2}, {'name': '@TheBrodyFile', 'frequency': 2}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@RealBenCarson', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@Trump', 'frequency': 3}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@MarkHalperin', 'frequency': 1}, {'name': '@J', 'frequency': 8}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@UnionLeader', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 1}, {'name': '@nfl', 'frequency': 3}, {'name': '@SteveKingIA', 'frequency': 1}]",89
107,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 6}, {'name': '@FoxNews', 'frequency': 12}, {'name': '@thehill', 'frequency': 2}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 90}, {'name': '@ABC', 'frequency': 2}, {'name': '@oreillyfactor', 'frequency': 9}, {'name': '@TheBrodyFile', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 26}, {'name': '@Trump', 'frequency': 3}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@FoxNewsInsider', 'frequency': 4}, {'name': '@DNorrell', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 2}, {'name': '@cspan', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 2}, {'name': '@CahlRStorrie', 'frequency': 1}, {'name': '@ryanbushby', 'frequency': 1}, {'name': '@SRQRepublicans', 'frequency': 13}, {'name': '@RealSQUEZZ', 'frequency': 2}, {'name': '@not', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}]",194
108,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 8}, {'name': '@FoxBusiness', 'frequency': 1}, {'name': '@AnnCoulter', 'frequency': 2}, {'name': '@thehill', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 63}, {'name': '@jimmyfallon', 'frequency': 1}, {'name': '@nypost', 'frequency': 2}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@VanityFair', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@kimguilfoyle', 'frequency': 1}, {'name': '@Trump', 'frequency': 14}, {'name': '@greta', 'frequency': 7}, {'name': '@MELANIATRUMP', 'frequency': 5}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@jacknicklaus', 'frequency': 6}, {'name': '@FoxNewsInsider', 'frequency': 4}, {'name': '@Forbes', 'frequency': 1}, {'name': '@DNorrell', 'frequency': 2}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 11}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@Letterman', 'frequency': 1}, {'name': '@belllabooo13', 'frequency': 2}]",151
109,"[{'name': '@foxandfriends', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@WSJ', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 61}, {'name': '@mike', 'frequency': 2}, {'name': '@VanityFair', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@greta', 'frequency': 4}, {'name': '@J', 'frequency': 6}, {'name': '@The', 'frequency': 2}, {'name': '@krauthammer', 'frequency': 5}, {'name': '@Forbes', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TurnberryBuzz', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@MasterBaxter8', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}]",105
110,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@GOP', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 22}, {'name': '@DonaldJTrumpJr', 'frequency': 2}, {'name': '@Trump', 'frequency': 10}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@J', 'frequency': 10}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpFerryPoint', 'frequency': 1}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@TrumpNewYork', 'frequency': 1}]",64
111,"[{'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 36}, {'name': '@jaketapper', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@WashTimes', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 2}, {'name': '@kimguilfoyle', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@JoeNBC', 'frequency': 3}, {'name': '@J', 'frequency': 6}, {'name': '@NYDailyNews', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@JebBush', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@krauthammer', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@dcfoodsafety', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@PianoBecca', 'frequency': 1}]",65
112,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 14}, {'name': '@BreitbartNews', 'frequency': 2}, {'name': '@WSJ', 'frequency': 1}, {'name': '@AnnCoulter', 'frequency': 2}, {'name': '@foxnews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 44}, {'name': '@CBSNews', 'frequency': 1}, {'name': '@nypost', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 1}, {'name': '@kimguilfoyle', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@greta', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 10}, {'name': '@ThisWeekABC', 'frequency': 1}, {'name': '@GStephanopoulos', 'frequency': 1}, {'name': '@J', 'frequency': 8}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@JebBush', 'frequency': 1}, {'name': '@MissUniverse', 'frequency': 1}, {'name': '@FoxNewsInsider', 'frequency': 1}, {'name': '@fitsnews', 'frequency': 2}, {'name': '@Chris', 'frequency': 1}, {'name': '@billmaher', 'frequency': 1}, {'name': '@gretawire', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@fackinpeter', 'frequency': 1}]",109
113,"[{'name': '@CNN', 'frequency': 6}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@MittRomney', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 3}, {'name': '@AnnCoulter', 'frequency': 5}, {'name': '@thehill', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 114}, {'name': '@GeraldoRivera', 'frequency': 1}, {'name': '@marcorubio', 'frequency': 5}, {'name': '@mike', 'frequency': 2}, {'name': '@NBC', 'frequency': 2}, {'name': '@Morning', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 2}, {'name': '@Mike', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 4}, {'name': '@donlemon', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@tedcruz', 'frequency': 3}, {'name': '@andersoncooper', 'frequency': 1}, {'name': '@EWErickson', 'frequency': 1}, {'name': '@J', 'frequency': 15}, {'name': '@NYDailyNews', 'frequency': 1}, {'name': '@The', 'frequency': 6}, {'name': '@JebBush', 'frequency': 2}, {'name': '@David', 'frequency': 2}, {'name': '@CNNPolitics', 'frequency': 4}, {'name': '@NRO', 'frequency': 1}, {'name': '@Macys', 'frequency': 31}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@BackOnTrackUSA', 'frequency': 1}, {'name': '@bdean1468', 'frequency': 1}, {'name': '@nbc', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 1}]",225
114,"[{'name': '@CNN', 'frequency': 6}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@MittRomney', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 3}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@GOP', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 36}, {'name': '@nypost', 'frequency': 1}, {'name': '@Reince', 'frequency': 2}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@AC360', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 3}, {'name': '@greta', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 1}, {'name': '@meetthepress', 'frequency': 2}, {'name': '@AP', 'frequency': 1}, {'name': '@tedcruz', 'frequency': 2}, {'name': '@EWErickson', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@GolfChannel', 'frequency': 3}, {'name': '@The', 'frequency': 3}, {'name': '@David', 'frequency': 1}, {'name': '@krauthammer', 'frequency': 8}, {'name': '@CNNPolitics', 'frequency': 5}, {'name': '@Macys', 'frequency': 8}, {'name': '@DailyCaller', 'frequency': 1}, {'name': '@Forbes', 'frequency': 5}, {'name': '@bdean1468', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 3}, {'name': '@Chris', 'frequency': 1}]",112
115,"[{'name': '@CNN', 'frequency': 3}, {'name': '@FoxNews', 'frequency': 5}, {'name': '@MittRomney', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 4}, {'name': '@AnnCoulter', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 23}, {'name': '@WashTimes', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 1}, {'name': '@HillaryClinton', 'frequency': 3}, {'name': '@greta', 'frequency': 2}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 5}, {'name': '@AP', 'frequency': 2}, {'name': '@J', 'frequency': 3}, {'name': '@NYDailyNews', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@CNNPolitics', 'frequency': 2}, {'name': '@Macys', 'frequency': 3}, {'name': '@TIME', 'frequency': 1}, {'name': '@pennjillette', 'frequency': 3}, {'name': '@bdean1468', 'frequency': 1}, {'name': '@HuffingtonPost', 'frequency': 3}, {'name': '@ariannahuff', 'frequency': 2}, {'name': '@fitsnews', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}]",75
116,"[{'name': '@CNN', 'frequency': 2}, {'name': '@seanhannity', 'frequency': 9}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@BreitbartNews', 'frequency': 2}, {'name': '@LindseyGrahamSC', 'frequency': 1}, {'name': '@FrankLuntz', 'frequency': 3}, {'name': '@WSJ', 'frequency': 2}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@TeamCavuto', 'frequency': 1}, {'name': '@thehill', 'frequency': 1}, {'name': '@GOP', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 74}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@ABC', 'frequency': 1}, {'name': '@mike', 'frequency': 1}, {'name': '@NBC', 'frequency': 2}, {'name': '@oreillyfactor', 'frequency': 6}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 2}, {'name': '@DanScavino', 'frequency': 2}, {'name': '@AC360', 'frequency': 2}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@AP', 'frequency': 1}, {'name': '@tedcruz', 'frequency': 1}, {'name': '@andersoncooper', 'frequency': 2}, {'name': '@J', 'frequency': 5}, {'name': '@The', 'frequency': 5}, {'name': '@Macys', 'frequency': 3}, {'name': '@ShawnJohnson', 'frequency': 1}, {'name': '@MichaelCohen212', 'frequency': 2}, {'name': '@bdean1468', 'frequency': 1}, {'name': '@stephenfhayes', 'frequency': 2}, {'name': '@nbc', 'frequency': 1}, {'name': '@HuffingtonPost', 'frequency': 1}, {'name': '@ariannahuff', 'frequency': 1}, {'name': '@cspan', 'frequency': 3}, {'name': '@Chris', 'frequency': 1}]",151
117,"[{'name': '@CNN', 'frequency': 5}, {'name': '@seanhannity', 'frequency': 4}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 4}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@WSJ', 'frequency': 2}, {'name': '@AnnCoulter', 'frequency': 2}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@thehill', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 48}, {'name': '@ScottWalker', 'frequency': 4}, {'name': '@Morning', 'frequency': 1}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 3}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@politico', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@CNNPolitics', 'frequency': 2}, {'name': '@MichaelCohen212', 'frequency': 1}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@bdean1468', 'frequency': 3}, {'name': '@mcuban', 'frequency': 2}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@Jennifer75AR', 'frequency': 1}, {'name': '@mboyle1', 'frequency': 1}, {'name': '@DMRegister', 'frequency': 1}]",101
118,"[{'name': '@nytimes', 'frequency': 3}, {'name': '@foxandfriends', 'frequency': 14}, {'name': '@FoxNews', 'frequency': 20}, {'name': '@BretBaier', 'frequency': 2}, {'name': '@LindseyGrahamSC', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 3}, {'name': '@FrankLuntz', 'frequency': 9}, {'name': '@WSJ', 'frequency': 2}, {'name': '@AnnCoulter', 'frequency': 1}, {'name': '@marklevinshow', 'frequency': 2}, {'name': '@DRUDGE', 'frequency': 6}, {'name': '@realDonaldTrump', 'frequency': 67}, {'name': '@Morning', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 2}, {'name': '@DanScavino', 'frequency': 4}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@RealBenCarson', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 14}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 4}, {'name': '@Trump', 'frequency': 2}, {'name': '@greta', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@J', 'frequency': 6}, {'name': '@David', 'frequency': 1}, {'name': '@krauthammer', 'frequency': 4}, {'name': '@MichaelCohen212', 'frequency': 2}, {'name': '@TIME', 'frequency': 3}, {'name': '@bdean1468', 'frequency': 2}, {'name': '@Chris', 'frequency': 1}]",183
119,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@thehill', 'frequency': 1}, {'name': '@RandPaul', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 12}, {'name': '@mike', 'frequency': 1}, {'name': '@NBC', 'frequency': 2}, {'name': '@oreillyfactor', 'frequency': 3}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@ericbolling', 'frequency': 3}, {'name': '@AP', 'frequency': 2}, {'name': '@EWErickson', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@HowardStern', 'frequency': 1}, {'name': '@nbc', 'frequency': 1}, {'name': '@HuffingtonPost', 'frequency': 1}]",36
120,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@CNN', 'frequency': 1}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@LindseyGrahamSC', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 12}, {'name': '@ABC', 'frequency': 1}, {'name': '@WashTimes', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@politico', 'frequency': 2}, {'name': '@krauthammer', 'frequency': 1}, {'name': '@MichaelCohen212', 'frequency': 1}, {'name': '@TIME', 'frequency': 2}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}]",32
121,"[{'name': '@CNN', 'frequency': 3}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 7}, {'name': '@LindseyGrahamSC', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 19}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 9}, {'name': '@greta', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 3}, {'name': '@JebBush', 'frequency': 2}, {'name': '@SarahPalinUSA', 'frequency': 1}, {'name': '@krauthammer', 'frequency': 2}, {'name': '@FoxNewsInsider', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@Yankees', 'frequency': 1}]",60
122,"[{'name': '@CNN', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 8}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 8}, {'name': '@Morning', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 4}, {'name': '@chucktodd', 'frequency': 1}, {'name': '@donlemon', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@The', 'frequency': 2}, {'name': '@JebBush', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}]",38
123,"[{'name': '@CNN', 'frequency': 2}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 3}, {'name': '@IngrahamAngle', 'frequency': 1}, {'name': '@RandPaul', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 42}, {'name': '@jimmyfallon', 'frequency': 9}, {'name': '@oreillyfactor', 'frequency': 2}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@FallonTonight', 'frequency': 7}, {'name': '@Trump', 'frequency': 2}, {'name': '@greta', 'frequency': 2}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 1}, {'name': '@JebBush', 'frequency': 1}, {'name': '@club4growth', 'frequency': 7}, {'name': '@nbc', 'frequency': 2}, {'name': '@Chris', 'frequency': 2}]",94
124,"[{'name': '@CNN', 'frequency': 4}, {'name': '@seanhannity', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 3}, {'name': '@AC360', 'frequency': 1}, {'name': '@NYDailyNews', 'frequency': 1}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@club4growth', 'frequency': 2}, {'name': '@mcuban', 'frequency': 1}]",17
125,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@CNN', 'frequency': 3}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 4}, {'name': '@FoxNews', 'frequency': 19}, {'name': '@NBCNews', 'frequency': 1}, {'name': '@FrankLuntz', 'frequency': 1}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@60Minutes', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 34}, {'name': '@marcorubio', 'frequency': 3}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 5}, {'name': '@NBC', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 9}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 8}, {'name': '@greta', 'frequency': 1}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@KarlRove', 'frequency': 1}, {'name': '@meetthepress', 'frequency': 1}, {'name': '@J', 'frequency': 9}, {'name': '@politico', 'frequency': 4}, {'name': '@The', 'frequency': 5}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@nbc', 'frequency': 2}]",123
126,"[{'name': '@CNN', 'frequency': 8}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@FoxNews', 'frequency': 2}, {'name': '@MittRomney', 'frequency': 5}, {'name': '@thehill', 'frequency': 1}, {'name': '@60Minutes', 'frequency': 8}, {'name': '@DRUDGE', 'frequency': 2}, {'name': '@RandPaul', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 32}, {'name': '@ScottWalker', 'frequency': 1}, {'name': '@ABC', 'frequency': 1}, {'name': '@NBC', 'frequency': 1}, {'name': '@TheBrodyFile', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 2}, {'name': '@donlemon', 'frequency': 8}, {'name': '@Trump', 'frequency': 1}, {'name': '@JoeNBC', 'frequency': 1}, {'name': '@greta', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@ThisWeekABC', 'frequency': 1}, {'name': '@GStephanopoulos', 'frequency': 1}, {'name': '@J', 'frequency': 7}, {'name': '@The', 'frequency': 2}, {'name': '@JebBush', 'frequency': 1}, {'name': '@TIME', 'frequency': 2}, {'name': '@TrumpTowerNY', 'frequency': 1}]",93
127,"[{'name': '@CNN', 'frequency': 14}, {'name': '@seanhannity', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 5}, {'name': '@BretBaier', 'frequency': 4}, {'name': '@AnnCoulter', 'frequency': 3}, {'name': '@marklevinshow', 'frequency': 2}, {'name': '@foxnews', 'frequency': 1}, {'name': '@thehill', 'frequency': 1}, {'name': '@FaceTheNation', 'frequency': 2}, {'name': '@DRUDGE', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 68}, {'name': '@marcorubio', 'frequency': 1}, {'name': '@ABC', 'frequency': 1}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@nypost', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Morning', 'frequency': 1}, {'name': '@chucktodd', 'frequency': 2}, {'name': '@DanScavino', 'frequency': 2}, {'name': '@FoxNewsSunday', 'frequency': 1}, {'name': '@nbcsnl', 'frequency': 2}, {'name': '@HillaryClinton', 'frequency': 1}, {'name': '@megynkelly', 'frequency': 1}, {'name': '@donlemon', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@meetthepress', 'frequency': 3}, {'name': '@ThisWeekABC', 'frequency': 2}, {'name': '@GStephanopoulos', 'frequency': 2}, {'name': '@EWErickson', 'frequency': 3}, {'name': '@J', 'frequency': 7}, {'name': '@politico', 'frequency': 2}, {'name': '@The', 'frequency': 5}, {'name': '@David', 'frequency': 1}, {'name': '@CNNPolitics', 'frequency': 2}, {'name': '@stuartpstevens', 'frequency': 5}, {'name': '@Forbes', 'frequency': 1}, {'name': '@rushlimbaugh', 'frequency': 1}, {'name': '@bdean1468', 'frequency': 1}, {'name': '@stephenfhayes', 'frequency': 1}, {'name': '@club4growth', 'frequency': 1}, {'name': '@nbc', 'frequency': 2}, {'name': '@Chris', 'frequency': 1}]",162
